CAM.x	participantCAM.x	id	text	value	comment	date.x	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	date.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	4dda9336-64fa-4188-8488-48d4b802d6c3	Kein Menschlicher Kontakt	-3	"Alte Menschen oder Menschen mit besonderen Bedürfnissen erhalten weniger ""echten"" positiven menschlichen Kontakt."	2023-12-11T10:36:59Z	190.3115	508.5156	FALSE	1	1	1	TRUE	ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	93cd0947-d192-4ba0-8451-4c5d89dbd27c	2023-12-11T10:38:32Z	ffe2196d-b660-4860-a342-f76d7cf7b183	9	1	0	1	TRUE
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	4dda9336-64fa-4188-8488-48d4b802d6c3	Kein Menschlicher Kontakt	-3	"Alte Menschen oder Menschen mit besonderen Bedürfnissen erhalten weniger ""echten"" positiven menschlichen Kontakt."	2023-12-11T10:36:59Z	190.3115	508.5156	FALSE	1	1	1	TRUE	ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	247f65c4-bef3-4da7-8cf1-57f4d2d7b3f9	2023-12-11T10:44:10Z	a942ed23-fd0b-4b7c-875b-b4b0e4351d6c	9	1	0	1	TRUE
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f21e49a4-81f2-4975-911d-e5de7c759cf6	Mehr Ressourcen	2	Mit Hilfe von Robotern wird es insgesamt mehr positive Ressourcen für Schwache geben.	2023-12-11T10:42:52Z	797.3115	533.5156	FALSE	1	1	1	TRUE	ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	3a5d8e10-5cf6-4273-8c35-af8d110a0b12	2023-12-11T10:43:24Z	26000999-de19-4ad4-8481-bc81fb44c3c4	6	1	0	1	TRUE
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	56ed1615-8095-429f-8f89-2f595fafa06b	Entlastung Pflegepersonal	3		2023-12-11T10:44:58Z	1023.3115	292.5156	FALSE	1	1	1	TRUE	ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f1963d86-a75e-4160-9bb2-06a08b5ed92d	2023-12-11T10:45:19Z	26000999-de19-4ad4-8481-bc81fb44c3c4	9	1	0	1	TRUE
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f684b38e-b93f-405f-862e-81c67c1ec4e7	Verrohung des Verhaltens	-3	"Menschen könnten sich daran gewöhnen Roboter zu missbrauchen (im Sinne von schlecht behandeln), und dies könnte ausstrahlende Effekte auf ""normale"" zwischenmenschliche Beziehungen haben."	2023-12-11T10:46:42Z	110.3115	685.5156	FALSE	1	1	1	TRUE	ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	894e52e4-6282-47eb-8c4c-83a477bd0a5e	2023-12-11T10:47:41Z	a942ed23-fd0b-4b7c-875b-b4b0e4351d6c	6	1	0	1	TRUE
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	6990e5f3-1a87-451a-8945-e14f7c23f594	sozialer Assistenzroboter	0		2023-12-11T10:19:52Z	650	400	TRUE	0	0	0	TRUE	e2432d72-71f3-4c9c-816b-344d659a8a98	noID	35914946-5781-4dd3-8536-d02b1928ccf6	2023-12-11T10:19:52Z	d2778f89-939f-4535-a61a-ab8509d43042	3	1	0	0	TRUE
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	6990e5f3-1a87-451a-8945-e14f7c23f594	sozialer Assistenzroboter	0		2023-12-11T10:19:52Z	650	400	TRUE	0	0	0	TRUE	e2432d72-71f3-4c9c-816b-344d659a8a98	noID	f98de5c0-abfc-4c2b-b158-797897a2d69d	2023-12-11T10:19:52Z	fc7ab9f0-ef21-41c4-a0da-4627e88fdb32	3	1	0	1	TRUE
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	fc7ab9f0-ef21-41c4-a0da-4627e88fdb32	Vorteile	0		2023-12-11T10:19:52Z	850	400	TRUE	0	0	0	TRUE	e2432d72-71f3-4c9c-816b-344d659a8a98	noID	d135b882-8856-4704-be4f-3179f6f6ceeb	2023-12-11T10:28:53Z	73d5e85d-d726-4fa2-915b-0cc92cd0a9e1	3	1	0	1	TRUE
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	b7c23395-d36d-49e7-9f7a-b81ef1f42559	Förderung sozialer Interaktion	1		2023-12-11T10:23:55Z	989.3333	297.5	FALSE	1	1	1	TRUE	e2432d72-71f3-4c9c-816b-344d659a8a98	noID	52074b2d-0922-44d8-b4ef-6ccf1ef5c147	2023-12-11T10:28:50Z	fc7ab9f0-ef21-41c4-a0da-4627e88fdb32	3	1	0	1	TRUE
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	336ad739-7e56-4499-a2c7-627411b575ec	Unerstützung beim Lernen	1		2023-12-11T10:24:10Z	945.3333	535.5	FALSE	1	1	1	TRUE	e2432d72-71f3-4c9c-816b-344d659a8a98	noID	73d481c6-4857-4155-9f39-d3a8dbe2c9b1	2023-12-11T10:28:57Z	fc7ab9f0-ef21-41c4-a0da-4627e88fdb32	3	1	0	1	TRUE
